firstname,middlename,lastname,sortname,name,namemod,nickname,caucus,congress_numbers/0,congress_numbers/1,congress_numbers/2,current,description,district,startdate,enddate,address,contact_form,fax,office,rss_url,leadership_title,party,bioguideid,birthday,cspanid,gender,govtrack_link,osid,pvsid,twitterid,youtubeid,phone,role_type,senator_class,senator_rank,state,title,title_long,website,how
John,,Garamendi,"Garamendi, John (Rep.) [D-CA3]",Rep. John Garamendi [D-CA3],,,,115,,,TRUE,Representative for California's 3rd congressional district,3,1/3/17,1/3/19,2438 Rayburn HOB; Washington DC 20515-0503,,202-225-5914,2438 Rayburn House Office Building,http://garamendi.house.gov/rss.xml,,Democrat,G000559,1/24/45,18413,male,https://www.govtrack.us/congress/members/john_garamendi/412382,N00030856,29664,RepGaramendi,garamendiCA10,202-225-1880,representative,,,CA,Rep.,Representative,https://garamendi.house.gov,
Theodore,E.,Deutch,"Deutch, Theodore (Rep.) [D-FL22]",Rep. Theodore Deutch [D-FL22],,,,115,,,TRUE,Representative for Florida's 22nd congressional district,22,1/3/17,1/3/19,2447 Rayburn HOB; Washington DC 20515-0922,,202-225-5974,2447 Rayburn House Office Building,http://teddeutch.house.gov/news/rss.aspx,,Democrat,D000610,5/7/66,9267613,male,https://www.govtrack.us/congress/members/theodore_deutch/412385,N00031317,67151,RepTedDeutch,congressmanteddeutch,202-225-3001,representative,,,FL,Rep.,Representative,https://teddeutch.house.gov,
Tom,,Graves,"Graves, Tom (Rep.) [R-GA14]",Rep. Tom Graves [R-GA14],,,,115,,,TRUE,Representative for Georgia's 14th congressional district,14,1/3/17,1/3/19,2078 Rayburn HOB; Washington DC 20515-1014,,202-225-8272,2078 Rayburn House Office Building,http://tomgraves.house.gov/news/rss.aspx,,Republican,G000560,2/3/70,11519,male,https://www.govtrack.us/congress/members/tom_graves/412388,N00030788,31969,RepTomGraves,CongressmanGraves,202-225-5211,representative,,,GA,Rep.,Representative,https://tomgraves.house.gov,
Tom,W.,Reed,"Reed, Tom (Rep.) [R-NY23]",Rep. Tom Reed [R-NY23],II,,,115,,,TRUE,Representative for New York's 23rd congressional district,23,1/3/17,1/3/19,2437 Rayburn HOB; Washington DC 20515-3223,,202-226-6599,2437 Rayburn House Office Building,http://reed.house.gov/rss.xml,,Republican,R000585,11/18/71,623468,male,https://www.govtrack.us/congress/members/tom_reed/412393,N00030949,127046,RepTomReed,CongressmanTomReed,202-225-3161,representative,,,NY,Rep.,Representative,https://reed.house.gov,
Martha,,Roby,"Roby, Martha (Rep.) [R-AL2]",Rep. Martha Roby [R-AL2],,,,115,,,TRUE,Representative for Alabama's 2nd congressional district,2,1/3/17,1/3/19,442 Cannon HOB; Washington DC 20515-0102,,202-225-8913,442 Cannon House Office Building,http://roby.house.gov/rss.xml,,Republican,R000591,7/27/76,61712,female,https://www.govtrack.us/congress/members/martha_roby/412394,N00030768,71604,RepMarthaRoby,reproby,202-225-2901,representative,,,AL,Rep.,Representative,https://roby.house.gov,
Mo,,Brooks,"Brooks, Mo (Rep.) [R-AL5]",Rep. Mo Brooks [R-AL5],,,,115,,,TRUE,Representative for Alabama's 5th congressional district,5,1/3/17,1/3/19,2400 Rayburn HOB; Washington DC 20515-0105,,202-225-4392,2400 Rayburn House Office Building,http://brooks.house.gov/rss/press-releases.xml,,Republican,B001274,4/29/54,94888,male,https://www.govtrack.us/congress/members/mo_brooks/412395,N00030910,121610,RepMoBrooks,RepMoBrooks,202-225-4801,representative,,,AL,Rep.,Representative,https://brooks.house.gov,
Terri,A.,Sewell,"Sewell, Terri (Rep.) [D-AL7]",Rep. Terri Sewell [D-AL7],,,,115,,,TRUE,Representative for Alabama's 7th congressional district,7,1/3/17,1/3/19,2201 Rayburn HOB; Washington DC 20515-0107,,202-226-9567,2201 Rayburn House Office Building,http://sewell.house.gov/rss.xml,,Democrat,S001185,1/1/65,623257,female,https://www.govtrack.us/congress/members/terri_sewell/412396,N00030622,121621,RepTerriSewell,RepSewell,202-225-2665,representative,,,AL,Rep.,Representative,https://sewell.house.gov,
Paul,A.,Gosar,"Gosar, Paul (Rep.) [R-AZ4]",Rep. Paul Gosar [R-AZ4],,,,115,,,TRUE,Representative for Arizona's 4th congressional district,4,1/3/17,1/3/19,2057 Rayburn HOB; Washington DC 20515-0304,,202-226-9739,2057 Rayburn House Office Building,http://gosar.house.gov/rss.xml,,Republican,G000565,11/22/58,62470,male,https://www.govtrack.us/congress/members/paul_gosar/412397,N00030771,123491,RepGosar,repgosar,202-225-2315,representative,,,AZ,Rep.,Representative,https://gosar.house.gov,
David,,Schweikert,"Schweikert, David (Rep.) [R-AZ6]",Rep. David Schweikert [R-AZ6],,,,115,,,TRUE,Representative for Arizona's 6th congressional district,6,1/3/17,1/3/19,2059 Rayburn HOB; Washington DC 20515-0306,,202-225-0096,2059 Rayburn House Office Building,http://schweikert.house.gov/rss/press-releases.xml,,Republican,S001183,3/3/62,5205,male,https://www.govtrack.us/congress/members/david_schweikert/412399,N00006460,106387,RepDavid,RepDavidSchweikert,202-225-2190,representative,,,AZ,Rep.,Representative,https://schweikert.house.gov,
Eric,A.,Crawford,"Crawford, Eric â€œRickâ€ù (Rep.) [R-AR1]",Rep. Eric â€œRickâ€ù Crawford [R-AR1],,Rick,,115,,,TRUE,Representative for Arkansas's 1st congressional district,1,1/3/17,1/3/19,2422 Rayburn HOB; Washington DC 20515-0401,,202-225-5602,2422 Rayburn House Office Building,http://crawford.house.gov/news/rss.aspx,,Republican,C001087,1/22/66,623259,male,https://www.govtrack.us/congress/members/eric_crawford/412400,N00030770,119208,RepRickCrawford,RepRickCrawford,202-225-4076,representative,,,AR,Rep.,Representative,https://crawford.house.gov,
Steve,,Womack,"Womack, Steve (Rep.) [R-AR3]",Rep. Steve Womack [R-AR3],,,,115,,,TRUE,Representative for Arkansas's 3rd congressional district,3,1/3/17,1/3/19,2412 Rayburn HOB; Washington DC 20515-0403,,202-225-5713,2412 Rayburn House Office Building,http://womack.house.gov/news/rss.aspx,,Republican,W000809,2/18/57,1033625,male,https://www.govtrack.us/congress/members/steve_womack/412402,N00031857,71815,Rep_SteveWomack,CongressmanWomack,202-225-4301,representative,,,AR,Rep.,Representative,https://womack.house.gov,
Jeff,,Denham,"Denham, Jeff (Rep.) [R-CA10]",Rep. Jeff Denham [R-CA10],,,,115,,,TRUE,Representative for California's 10th congressional district,10,1/3/17,1/3/19,1730 Longworth HOB; Washington DC 20515-0510,,202-225-3402,1730 Longworth House Office Building,http://denham.house.gov/rss.xml,,Republican,D000612,7/29/67,623287,male,https://www.govtrack.us/congress/members/jeff_denham/412403,N00031593,28769,RepJeffDenham,repjeffdenham,202-225-4540,representative,,,CA,Rep.,Representative,https://denham.house.gov,
Karen,,Bass,"Bass, Karen (Rep.) [D-CA37]",Rep. Karen Bass [D-CA37],,,,115,,,TRUE,Representative for California's 37th congressional district,37,1/3/17,1/3/19,2241 Rayburn HOB; Washington DC 20515-0537,,202-225-2422,2241 Rayburn House Office Building,http://bass.house.gov/rss.xml,,Democrat,B001270,10/3/53,62502,female,https://www.govtrack.us/congress/members/karen_bass/412404,N00031877,28963,RepKarenBass,RepKarenBass,202-225-7084,representative,,,CA,Rep.,Representative,https://bass.house.gov,
Scott,R.,Tipton,"Tipton, Scott (Rep.) [R-CO3]",Rep. Scott Tipton [R-CO3],,,,115,,,TRUE,Representative for Colorado's 3rd congressional district,3,1/3/17,1/3/19,218 Cannon HOB; Washington DC 20515-0603,,202-226-9669,218 Cannon House Office Building,http://tipton.house.gov/rss.xml,,Republican,T000470,11/9/56,60384,male,https://www.govtrack.us/congress/members/scott_tipton/412405,N00027509,65403,RepTipton,RepScottTipton,202-225-4761,representative,,,CO,Rep.,Representative,https://tipton.house.gov,
Daniel,,Webster,"Webster, Daniel (Rep.) [R-FL11]",Rep. Daniel Webster [R-FL11],,,,115,,,TRUE,Representative for Florida's 11th congressional district,11,1/3/17,1/3/19,1210 Longworth HOB; Washington DC 20515-0911,,202-225-0999,1210 Longworth House Office Building,http://webster.house.gov/news/rss.aspx,,Republican,W000806,4/27/49,30504,male,https://www.govtrack.us/congress/members/daniel_webster/412410,N00026335,24302,RepWebster,repdanwebster,202-225-1002,representative,,,FL,Rep.,Representative,https://webster.house.gov,
Dennis,A.,Ross,"Ross, Dennis (Rep.) [R-FL15]",Rep. Dennis Ross [R-FL15],,,,115,,,TRUE,Representative for Florida's 15th congressional district,15,1/3/17,1/3/19,436 Cannon HOB; Washington DC 20515-0915,,202-226-0585,436 Cannon House Office Building,http://dennisross.house.gov/news/rss.aspx,,Republican,R000593,10/18/59,62532,male,https://www.govtrack.us/congress/members/dennis_ross/412411,N00030645,12813,RepDennisRoss,RepDennisRoss,202-225-1252,representative,,,FL,Rep.,Representative,https://dennisross.house.gov,
Frederica,S.,Wilson,"Wilson, Frederica (Rep.) [D-FL24]",Rep. Frederica Wilson [D-FL24],,,,115,,,TRUE,Representative for Florida's 24th congressional district,24,1/3/17,1/3/19,2445 Rayburn HOB; Washington DC 20515-0924,,202-226-0777,2445 Rayburn House Office Building,http://wilson.house.gov/common/rss//index.cfm?rss=49,,Democrat,W000808,11/5/42,87016,female,https://www.govtrack.us/congress/members/frederica_wilson/412412,N00030650,17319,RepWilson,repfredericawilson,202-225-4506,representative,,,FL,Rep.,Representative,https://wilson.house.gov,
Rob,,Woodall,"Woodall, Rob (Rep.) [R-GA7]",Rep. Rob Woodall [R-GA7],,,,115,,,TRUE,Representative for Georgia's 7th congressional district,7,1/3/17,1/3/19,1724 Longworth HOB; Washington DC 20515-1007,,202-225-4696,1724 Longworth House Office Building,http://woodall.house.gov/rss.xml,,Republican,W000810,2/11/70,623342,male,https://www.govtrack.us/congress/members/rob_woodall/412416,N00032416,122251,RepRobWoodall,RobWoodallGA07,202-225-4272,representative,,,GA,Rep.,Representative,https://woodall.house.gov,
Austin,,Scott,"Scott, Austin (Rep.) [R-GA8]",Rep. Austin Scott [R-GA8],,,,115,,,TRUE,Representative for Georgia's 8th congressional district,8,1/3/17,1/3/19,2417 Rayburn HOB; Washington DC 20515-1008,,202-225-3013,2417 Rayburn House Office Building,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,,Republican,S001189,12/10/69,623344,male,https://www.govtrack.us/congress/members/austin_scott/412417,N00032457,11812,AustinScottGA08,RepAustinScott,202-225-6531,representative,,,GA,Rep.,Representative,https://austinscott.house.gov,
Colleen,W.,Hanabusa,"Hanabusa, Colleen (Rep.) [D-HI1]",Rep. Colleen Hanabusa [D-HI1],,,,115,,,TRUE,Representative for Hawaii's 1st congressional district,1,1/3/17,1/3/19,422 Cannon HOB; Washington DC 20515-1101,,202-225-0688,422 Cannon House Office Building,https://hanabusa.house.gov/rss.xml,,Democrat,H001050,5/4/51,61258,female,https://www.govtrack.us/congress/members/colleen_hanabusa/412418,N00025881,17745,RepHanabusa,,202-225-2726,representative,,,HI,Rep.,Representative,https://hanabusa.house.gov,
RaÃºl,R.,Labrador,"Labrador, RaÃºl (Rep.) [R-ID1]",Rep. RaÃºl Labrador [R-ID1],,,,115,,,TRUE,Representative for Idaho's 1st congressional district,1,1/3/17,1/3/19,1523 Longworth HOB; Washington DC 20515-1201,,202-225-3029,1523 Longworth House Office Building,http://labrador.house.gov/common/rss//index.cfm?rss=49,,Republican,L000573,12/8/67,94987,male,https://www.govtrack.us/congress/members/raul_labrador/412419,N00031377,57391,Raul_Labrador,RepLabrador,202-225-6611,representative,,,ID,Rep.,Representative,https://labrador.house.gov,
Adam,,Kinzinger,"Kinzinger, Adam (Rep.) [R-IL16]",Rep. Adam Kinzinger [R-IL16],,,,115,,,TRUE,Representative for Illinois's 16th congressional district,16,1/3/17,1/3/19,2245 Rayburn HOB; Washington DC 20515-1316,,202-225-3521,2245 Rayburn House Office Building,http://kinzinger.house.gov/common/rss//index.cfm?rss=49,,Republican,K000378,2/27/78,62573,male,https://www.govtrack.us/congress/members/adam_kinzinger/412421,N00030667,116559,RepKinzinger,RepAdamKinzinger,202-225-3635,representative,,,IL,Rep.,Representative,https://kinzinger.house.gov,
Randy,,Hultgren,"Hultgren, Randy (Rep.) [R-IL14]",Rep. Randy Hultgren [R-IL14],,,,115,,,TRUE,Representative for Illinois's 14th congressional district,14,1/3/17,1/3/19,2455 Rayburn HOB; Washington DC 20515-1314,,202-225-0697,2455 Rayburn House Office Building,http://hultgren.house.gov/common/rss//index.cfm?rss=49,,Republican,H001059,3/1/66,62575,male,https://www.govtrack.us/congress/members/randy_hultgren/412422,N00031104,18199,RepHultgren,rephultgren,202-225-2976,representative,,,IL,Rep.,Representative,https://hultgren.house.gov,
Todd,,Rokita,"Rokita, Todd (Rep.) [R-IN4]",Rep. Todd Rokita [R-IN4],,,,115,,,TRUE,Representative for Indiana's 4th congressional district,4,1/3/17,1/3/19,2439 Rayburn HOB; Washington DC 20515-1404,,202-226-0544,2439 Rayburn House Office Building,http://rokita.house.gov/rss.xml,,Republican,R000592,2/9/70,61832,male,https://www.govtrack.us/congress/members/todd_rokita/412426,N00031741,34167,ToddRokita,reptoddrokita,202-225-5037,representative,,,IN,Rep.,Representative,http://rokita.house.gov,
Larry,,Bucshon,"Bucshon, Larry (Rep.) [R-IN8]",Rep. Larry Bucshon [R-IN8],,,,115,,,TRUE,Representative for Indiana's 8th congressional district,8,1/3/17,1/3/19,1005 Longworth HOB; Washington DC 20515-1408,,202-225-3284,1005 Longworth House Office Building,http://bucshon.house.gov/rss.xml,,Republican,B001275,5/31/62,61837,male,https://www.govtrack.us/congress/members/larry_bucshon/412427,N00031227,120335,RepLarryBucshon,RepLarryBucshon,202-225-4636,representative,,,IN,Rep.,Representative,https://bucshon.house.gov,
Todd,C.,Young,"Young, Todd (Sen.) [R-IN]",Sen. Todd Young [R-IN],,,,115,116,117,TRUE,Junior Senator from Indiana,,1/3/17,1/3/23,400 Russell Senate Office Building Washington DC 20510,https://www.young.senate.gov/contact,202-226-6866,400 Russell Senate Office Building,,,Republican,Y000064,8/24/72,1033743,male,https://www.govtrack.us/congress/members/todd_young/412428,N00030670,120345,SenToddYoung,RepToddYoung,202-224-5623,senator,class3,junior,IN,Sen.,Senator,https://www.young.senate.gov,
Kevin,,Yoder,"Yoder, Kevin (Rep.) [R-KS3]",Rep. Kevin Yoder [R-KS3],,,,115,,,TRUE,Representative for Kansas's 3rd congressional district,3,1/3/17,1/3/19,2433 Rayburn HOB; Washington DC 20515-1603,,202-225-2807,2433 Rayburn House Office Building,http://yoder.house.gov/common/rss/index.cfm?rss=49,,Republican,Y000063,1/8/76,61843,male,https://www.govtrack.us/congress/members/kevin_yoder/412430,N00031502,34433,RepKevinYoder,RepYoder,202-225-2865,representative,,,KS,Rep.,Representative,https://yoder.house.gov,
Cedric,L.,Richmond,"Richmond, Cedric (Rep.) [D-LA2]",Rep. Cedric Richmond [D-LA2],,,,115,,,TRUE,Representative for Louisiana's 2nd congressional district,2,1/3/17,1/3/19,420 Cannon HOB; Washington DC 20515-1802,,202-225-1988,420 Cannon House Office Building,http://richmond.house.gov/rss.xml,,Democrat,R000588,9/13/73,62391,male,https://www.govtrack.us/congress/members/cedric_richmond/412432,N00030184,35384,RepRichmond,RepCedricRichmond,202-225-6636,representative,,,LA,Rep.,Representative,https://richmond.house.gov,
Andy,,Harris,"Harris, Andy (Rep.) [R-MD1]",Rep. Andy Harris [R-MD1],,,,115,,,TRUE,Representative for Maryland's 1st congressional district,1,1/3/17,1/3/19,1533 Longworth HOB; Washington DC 20515-2001,,202-225-0254,1533 Longworth House Office Building,http://harris.house.gov/rss.xml,,Republican,H001052,1/25/57,1033464,male,https://www.govtrack.us/congress/members/andy_harris/412434,N00029147,19157,RepAndyHarrisMD,RepAndyHarris,202-225-5311,representative,,,MD,Rep.,Representative,https://harris.house.gov,
William,R.,Keating,"Keating, William (Rep.) [D-MA9]",Rep. William Keating [D-MA9],,,,115,,,TRUE,Representative for Massachusetts's 9th congressional district,9,1/3/17,1/3/19,2351 Rayburn HOB; Washington DC 20515-2109,,202-225-5658,2351 Rayburn House Office Building,http://keating.house.gov/index.php?format=feed&amp;type=rss,,Democrat,K000375,9/6/52,61856,male,https://www.govtrack.us/congress/members/william_keating/412435,N00031933,4743,USRepKeating,RepBillKeating,202-225-3111,representative,,,MA,Rep.,Representative,https://keating.house.gov,
Bill,,Huizenga,"Huizenga, Bill (Rep.) [R-MI2]",Rep. Bill Huizenga [R-MI2],,,,115,,,TRUE,Representative for Michigan's 2nd congressional district,2,1/3/17,1/3/19,2232 Rayburn HOB; Washington DC 20515-2202,,202-226-0779,2232 Rayburn House Office Building,http://huizenga.house.gov/news/rss.aspx,,Republican,H001058,1/31/69,1033765,male,https://www.govtrack.us/congress/members/bill_huizenga/412437,N00030673,38351,RepHuizenga,RepHuizenga,202-225-4401,representative,,,MI,Rep.,Representative,https://huizenga.house.gov,
Justin,,Amash,"Amash, Justin (Rep.) [R-MI3]",Rep. Justin Amash [R-MI3],,,,115,,,TRUE,Representative for Michigan's 3rd congressional district,3,1/3/17,1/3/19,114 Cannon HOB; Washington DC 20515-2203,,202-225-5144,114 Cannon House Office Building,http://amash.house.gov/rss.xml,,Republican,A000367,4/18/80,1033767,male,https://www.govtrack.us/congress/members/justin_amash/412438,N00031938,105566,,repjustinamash,202-225-3831,representative,,,MI,Rep.,Representative,https://amash.house.gov,
Steven,M.,Palazzo,"Palazzo, Steven (Rep.) [R-MS4]",Rep. Steven Palazzo [R-MS4],,,,115,,,TRUE,Representative for Mississippi's 4th congressional district,4,1/3/17,1/3/19,2349 Rayburn HOB; Washington DC 20515-2404,,202-225-7074,2349 Rayburn House Office Building,http://palazzo.house.gov/rss.xml,,Republican,P000601,2/21/70,61886,male,https://www.govtrack.us/congress/members/steven_palazzo/412443,N00031958,69521,CongPalazzo,CongressmanPalazzo,202-225-5772,representative,,,MS,Rep.,Representative,https://palazzo.house.gov,
Vicky,,Hartzler,"Hartzler, Vicky (Rep.) [R-MO4]",Rep. Vicky Hartzler [R-MO4],,,,115,,,TRUE,Representative for Missouri's 4th congressional district,4,1/3/17,1/3/19,2235 Rayburn HOB; Washington DC 20515-2504,,202-225-0148,2235 Rayburn House Office Building,http://hartzler.house.gov/rss.xml,,Republican,H001053,10/13/60,95050,female,https://www.govtrack.us/congress/members/vicky_hartzler/412444,N00031005,8783,RepHartzler,repvickyhartzler,202-225-2876,representative,,,MO,Rep.,Representative,https://hartzler.house.gov,
Billy,,Long,"Long, Billy (Rep.) [R-MO7]",Rep. Billy Long [R-MO7],,,,115,,,TRUE,Representative for Missouri's 7th congressional district,7,1/3/17,1/3/19,2454 Rayburn HOB; Washington DC 20515-2507,,202-225-5604,2454 Rayburn House Office Building,http://long.house.gov/common/rss//index.cfm?rss=49,,Republican,L000576,8/11/55,61880,male,https://www.govtrack.us/congress/members/billy_long/412445,N00030676,123401,USRepLong,MOdistrict7,202-225-6536,representative,,,MO,Rep.,Representative,https://long.house.gov,
Bill,,Johnson,"Johnson, Bill (Rep.) [R-OH6]",Rep. Bill Johnson [R-OH6],,,,115,,,TRUE,Representative for Ohio's 6th congressional district,6,1/3/17,1/3/19,1710 Longworth HOB; Washington DC 20515-3506,,202-225-5907,1710 Longworth House Office Building,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,,Republican,J000292,11/10/54,623472,male,https://www.govtrack.us/congress/members/bill_johnson/412460,N00032088,120649,RepBillJohnson,RepBillJohnson,202-225-5705,representative,,,OH,Rep.,Representative,https://billjohnson.house.gov,
Steve,,Stivers,"Stivers, Steve (Rep.) [R-OH15]",Rep. Steve Stivers [R-OH15],,,,115,,,TRUE,Representative for Ohio's 15th congressional district,15,1/3/17,1/3/19,1022 Longworth HOB; Washington DC 20515-3515,,202-225-3529,1022 Longworth House Office Building,http://stivers.house.gov/news/rss.aspx,,Republican,S001187,3/24/65,62320,male,https://www.govtrack.us/congress/members/steve_stivers/412461,N00029574,45333,RepSteveStivers,RepSteveStivers,202-225-2015,representative,,,OH,Rep.,Representative,https://stivers.house.gov,
